"COMP";"REGIAO";"UF";CO_IBGE;"MUNICIPIO";"MOTIVO_DESABILITACAO";"CNES";"NOME_ESTABELECIMENTO";"RAZAO_SOCIAL";"TP_GESTAO";"CO_TIPO_UNIDADE";"DS_TIPO_UNIDADE";"NATUREZA_JURIDICA";"DESC_NATUREZA_JURIDICA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_TELEFONE";"NO_EMAIL";LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS
"202601";"CENTRO-OESTE";"GO";"521565";"PALESTINA DE GOIAS";;"3485536";"HOSPITAL MUNICIPAL LAUDELINO BUENO DA SILVA";"FUNDO MUNICIPAL DE SAUDE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV BASTOS";"S/N";;"ST JUSTINIANA";"75845000";;"palestinaars@gmail.com";"19";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"BA";"292870";"SANTO ANTONIO DE JESUS";;"3487814";"IUR";"IUR INSTITUTO DE UROLOGIA DO RECONCAVO LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"DOIS DE JULHO";"96";"SHOPPING ITAGU";"ERNESTO MELO";"44440900";"75 36316032";"SUZY@IURUROLOGIA.COM.BR";"11";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"PE";"261160";"RECIFE";;"3492931";"HOPE HOSPITAL DE OLHOS DO RECIFE";"HOSPITAL DE OLHOS DO RECIFE LTDA";"E";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA FRANCISCO ALVES";"887";;"ILHA DO LEITE";"50070485";"(81)33022020";;"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"MG";"314330";"MONTES CLAROS";;"3494179";"HOSPITAL DR ALPHEU GONCALVES DE QUADROS";"PREFEITURA MUNICIPAL DE MONTES CLAROS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA PAULISTA";"446";;"SANTO ANTONIO";"39402265";"3822114399 22114381";"alpheudequadros.adm@gmail.com";"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"PE";"261160";"RECIFE";;"3496295";"SOS MAO";"SOS MAO RECIFE LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA MINAS GERAIS";"147";;"ILHA DO LEITE";"50070400";"(81)30879595";"administracao@sosmaorecife.com.br";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"SC";"420540";"FLORIANOPOLIS";;"3499502";"CLINICA SANTA HELENA";"CLINICA SANTA HELENA LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA ALVARO SOARES DE OLIVEIRA";"117";;"JARDIM ITAGUACU";"88085530";"(48) 32714400";;"49";"0";"10";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0"
"202601";"SUL";"SC";"420240";"BLUMENAU";;"3502619";"CLINICA DE ONCOLOGIA REICHOW SC LTDA";"CLINICA DE ONCOLOGIA REICHOW LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"SEBASTIAO CRUZ";"90";;"JARDIM BLUMENAU";"89010340";"47 33260867";;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"RS";"431020";"IJUI";;"3506959";"HOSPITAL UNIMED";"UNIMED NOROESTE RS SOCIEDADE COOPERATIVA DE ASSISTENCIA A";"E";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"PEDRO HAMMARSTRON";"287";"BAIRRO HAMMARSTRON";"BAIRRO";"98700000";"55 33319600";"unimedij.ctb@zaz.com.br";"107";"0";"16";"0";"9";"0";"0";"0";"7";"0";"0";"0";"0";"0"
"202601";"SUL";"RS";"430460";"CANOAS";;"3508528";"HOSPITAL UNIVERSITARIO DE CANOAS";"HOSPITAL UNIVERSITARIO DE CANOAS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA FARROUPILHA";"8001";;"SAO JOSE";"92425900";"(51) 34788000";"diretoria.hu@hucanoas.com.br";"551";"403";"80";"70";"40";"40";"20";"10";"20";"20";"0";"0";"0";"0"
"202601";"NORDESTE";"PE";"260915";"MANARI";;"3513351";"UNIDADE MISTA JOAO PAULO II";"MUNICIPIO DE MANARI";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA NOVA";"S/N";;"CENTRO";"56565000";"(87)38407156";;"27";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"355410";"TAUBATE";;"3513785";"CLINICA SAINT GERMAIN";"CLINICA NEPOMUCENO LTDA EPP";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA VENEZUELA";"124";;"JARDIM DAS NACOES";"12030310";"12 3632-2772";"clinicasaintgermain@uol.com.br";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"RN";"240325";"PARNAMIRIM";;"3515168";"HOSPITAL REGIONAL DEOCLECIO MARQUES DE LUCENA";"SECRETARIA DA SAUDE PUBLICA DO RIO GRANDE DO NORTE";"D";"05";"HOSPITAL GERAL";"1023";"HOSPITAL_PÚBLICO";"RUA DR SADI MENDES";"S/N";;"SANTOS REIS";"59141085";"84 3644-6492";"hrdmlparn@rn.gov.br";"142";"135";"17";"10";"17";"10";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"PR";"411370";"LONDRINA";;"3518094";"INSTITUTO DA VISAO";"LEONARDO THOMAZ DE AQUINO FILHO CIA LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"SENADOR SOUZA NAVES";"751";;"CENTRO";"86010160";"043 3372628";;"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"352710";"LINS";;"3518949";"HOSPITAL UNIMED LINS";"UNIMED DE LINS COOPERATIVA DE TRABALHO MEDICO";"M";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"LUIZ GAMA";"1677";;"JARDIM ARAPUA";"16400472";"(014) 3533-4835";"almirrufato@unimedlins.com.br";"47";"0";"6";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330455";"RIO DE JANEIRO";;"3521133";"HOSPITAL CEMERU";"AMESC ASSOCIACAO MEDICA ESPIRITA CRISTA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"AVENIDA FELIPE CARDOSO";"1025";;"SANTA CRUZ";"23510000";"2124183389";"SOCIETARIA.CONTABILIDADE@CEMERU.COM";"115";"0";"38";"0";"19";"0";"9";"0";"10";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330455";"RIO DE JANEIRO";;"3521168";"HOSPITAL ILHACOR";"CASA DE SAUDE SAO BENTO LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA MANUEL BONFIM";"76";;"ZUMBI";"21930200";;;"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"354780";"SANTO ANDRE";;"3528596";"HOSPITAL SANTA HELENA SANTO ANDRE";"HOSPITAL SANTA HELENA SOCIEDADE ANONIMA";"M";"05";"HOSPITAL GERAL";"2054";"HOSPITAL_PRIVADO";"MANOEL VAZ";"3559";"ANEXO RUA TAMOIOS N";"VILA ALZIRA";"09015410";"11 49727155";"LEGALIZACAOBR@AMIL.COM.BR";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"CE";"230440";"FORTALEZA";;"3528618";"HOSPITAL UNIMED SUL";"UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA LTDA";"E";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"ALMIRANTE MAXIMIANO DA FONSECA";"44";"L 03A12 E 14A24";"ENGENHEIRO LUCIANO C";"60811020";"85 32553661";"carlos.nobre@unimedfortaleza.com.br";"202";"5";"65";"0";"45";"0";"10";"0";"10";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"354980";"SAO JOSE DO RIO PRETO";;"3529282";"HOSPITAL MUNICIPAL DOMINGO MARCOLINO BRAILE FUNFARME";"PREFEITURA MUNICIPAL DE SAO JOSE DO RIO PRETO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA JOSE RODRIGUES LISBOA";"201";;"JARDIM ATLANTICA";"15041215";"(17) 3206-2500";;"65";"65";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"BA";"293135";"TEIXEIRA DE FREITAS";;"3529673";"HOSPITAL SAO PAULO";"CENTRO MEDICO EXTREMO SUL LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"AV SAO PAULO";"446";;"JARDIM CARAIPE";"45998000";;;"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"ES";"320530";"VITORIA";;"3530159";"MATERNIDADE SANTA PAULA";"MATERNIDADE SANTA PAULA LTDA";"E";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA HERWAN MODENESE WANDERLEY";"100";;"JARDIM CAMBURI";"29090640";"(27)33952000";"administrativo@santapaulahospital.com.br";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330455";"RIO DE JANEIRO";;"3531228";"SEMIU SERVICOS DE ESP MED E INT DE URGENCIA";"SEMIU SERVICOS DE ESPECIALIDADES MEDICAS AMBULATORIAIS E CON";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"AV VICENTE DE CARVALHO";"1159";;"VILA DA PENHA";"21210623";"21 33915457";"gestao@semiu.com.br";"175";"0";"37";"0";"22";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"202601";"NORDESTE";"BA";"292400";"PAULO AFONSO";;"3532615";"PRONTO SOCORRO INFANTIL";"MUNICIPIO DE PAULO AFONSO";"M";"21";"PRONTO SOCORRO ESPECIALIZADO";"1244";"HOSPITAL_PÚBLICO";"AVENIDA WILSON PEREIRA";"100";"PREDIO";"BTN III";"48601195";;;"8";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"SC";"420540";"FLORIANOPOLIS";;"3534723";"CASA DE SAUDE SAO SEBASTIAO";"CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"LARGO SAO SEBASTIAO";"72";"RUA BOCAIUVA";"CENTRO";"88015560";"(48) 32211000";"adm1@cssaosebastiao.com.br";"34";"0";"8";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"MG";"310620";"BELO HORIZONTE";;"3536963";"ECOCENTER";"ECOCENTER MEDICINA LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA DOS TUPIS";"1578";;"BARRO PRETO";"30190068";"(31)3295-2007";"ecocenter.financeiro@gmail.com";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"ES";"320520";"VILA VELHA";;"3537943";"HOSPITAL SANTA MONICA";"INSTITUTO DE MEDICINA PREVENTIVA VIVA MAIS INSTITUTO VIVA";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RODOVIA DO SOL";"S/N";"KM 01";"ITAPARICA";"29102020";"(27)3320 3500";"presidencia@santamonicahosp.com.br";"145";"36";"59";"0";"39";"0";"10";"0";"10";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"MG";"310560";"BARBACENA";;"3538907";"HOSPITAL DA ESCOLA PREPARATORIA DE CADETES DO AR";"HOSPITAL DA ESCOLA PREPARATORIA DE CADETES DO AR";"M";"05";"HOSPITAL GERAL";"1015";"HOSPITAL_PÚBLICO";"RUA SANTOS DUMONT";"149";;"SAO JOSE";"36205058";"(32)33394106";;"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"CENTRO-OESTE";"GO";"521308";"MINACU";;"3541037";"HOSPITAL COP SAUDE";"COOPERATIVA DOS TRABALHADORES DA SAUDE DE MINACU";"M";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"AV PEDRO PARANA";"S/N";;"VILA RESIDENCIAL SAM";"76450000";"(62)33791202";"cop.saude@hotmail..com";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330455";"RIO DE JANEIRO";;"3541207";"CALREN HOSPITAL DO CALCULO RENAL";"CALREN HOSPITAL DE URGENCIAS UROLOGICAS LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2240";"HOSPITAL_PRIVADO";"RUA GENERAL ORLANDO GAISEL";"100";;"RECREIO DOS BANDEIRA";"22790280";"(21) 2430-2500";"calrenhospital@yahoo.com.br";"10";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"CE";"230765";"MARACANAU";;"3541428";"HOSPITAL CAMPOS ELISIOS";"HOSPITAL CAMPOS ELISIOS LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"AVENIDA ANTONIO ALVES DE LACERDA";"315";;"JEREISSATI II";"61901090";"853371.6162";"administracao@clinicacamposelisio.com.br";"49";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"CE";"230550";"IGUATU";;"3541436";"CLINICA SAO CAMILO";"CLINICA SAO CAMILO LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA SANTOS DUMONT";"510";;"CENTRO";"63500168";"(88)35827800";;"41";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORTE";"PA";"150710";"SAO CAETANO DE ODIVELAS";;"3542017";"UNIDADE MISTA DE SAO CAETANO DE ODIVELAS";"SECRETARIA EXECUTIVA DE SAUDE PUBLICA";"E";"15";"UNIDADE MISTA";"1023";"HOSPITAL_PÚBLICO";"TRAV FERNANDO GUILHON";"000";;"PEPEUA";"68775000";;;"20";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330455";"RIO DE JANEIRO";;"3543579";"HOSPITAL QUALI IPANEMA";"INSTITUTO CIRURGICO GABRIEL DE LUCENA LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA BARAO DA TORRE";"145";"151 E 151 A";"IPANEMA";"22411001";;;"25";"0";"12";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORTE";"PA";"150140";"BELEM";;"3545911";"CAES";"CENTRO DE ATENCAO ESPECIAL A SAUDE SS LTDA ME";"M";"07";"HOSPITAL ESPECIALIZADO";"2240";"HOSPITAL_PRIVADO";"AVENIDA GENERALISSIMO DEODORO";"572";;"UMARIZAL";"66055240";"91-33497223";"clinicacaes@hotmail.com";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"PE";"261160";"RECIFE";;"3546020";"HOSPITAL JORGE DE MEDEIROS LTDA";"HOSPITAL JORGE DE MEDEIROS LTDA";"M";"21";"PRONTO SOCORRO ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"AV NORTE MIGUEL ARRAES DE ALENCAR";"2829";;"ENCRUZILHADA";"52041080";"(81)21261777";"contato@psijm.com.br";"41";"0";"5";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"CE";"230730";"JUAZEIRO DO NORTE";;"3546527";"PROCLINICAS SANTA MARIA";"PROCLINICAS SANTA MARIA LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA CONCEICAO";"872";;"CENTRO";"63010222";"(88)35121510";"csm@baydejbc.com.br";"22";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"CENTRO-OESTE";"GO";"520870";"GOIANIA";;"3546551";"HOSPITAL DO CORACAO ANIS RASSI";"HOSPITAL DO CORACAO ANIS RASSI LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"AVENIDA A";"453";"QD FO LT 16AE";"SETOR OESTE";"74110020";"62 - 32279000";"adm@arh.com.br";"56";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"MA";"211130";"SAO LUIS";;"3549097";"HVM HOSPITAL DA VISAO DO MARANHAO";"OFTALMO DAY CLINIC LTDA";"D";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"AV PRINCIPAL RUA 103";"34";;"CIDADE OPERARIA";"65095300";"(98)32687789";;"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"SC";"420540";"FLORIANOPOLIS";;"3551210";"INSTITUTO DE OLHOS DE FLORIANOPOLIS";"INSTITUTO DE OLHOS DE FLORIANOPOLIS SC LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA PRESIDENTE COUTINHO";"579";"CONJ 501";"CENTRO";"88015231";"(48) 32223380";"adm@iof.med.br";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"BA";"290570";"CAMACARI";;"3556239";"HOSPITAL SEMED";"HAPVIDA ASSISTENCIA MEDICA S A";"M";"05";"HOSPITAL GERAL";"2054";"HOSPITAL_PRIVADO";"RUA FRANCISCO DRUMOND";"238";;"CENTRO";"42800063";"713493-4325";"dsemed@terra.com.br";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330250";"MAGE";;"3556441";"CEMEP";"CEMEP CENTRO MEDICO DE PIABETA LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA CARAMURU";"108";;"PIABETA INHOMIRIM";"25931806";"(21)27391639";"cemepcentromedico@yahoo.com.br";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"352720";"LORENA";;"3557081";"HOSPITAL UNIMED DE LORENA";"UNIMED DE LORENA COOPERATIVA DE TRABALHO MEDICO";"M";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"AVENIDA DOUTOR PEIXOTO DE CASTRO";"75";;"CRUZ";"12606580";"12 31592114";"diretoria@unimed-lorena.com.br";"62";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"RN";"241355";"SERRINHA DOS PINTOS";;"3558134";"UNIDADE MISTA TEREZINHA MARIA DE JESUS";"PREFEITURA MUNICIPAL DE SERRINHA DOS PINTOS";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA JERONIMO MANOEL DE AQUINO";"S/N";;"CHA";"59808000";"(84)33980222";"smsserrinhadospintos@rn.gov.br";"13";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"355030";"SAO PAULO";;"3559203";"HOSPITAL E MATERNIDADE JARDINS LTDA";"HOSPITAL E MATERNIDADE JARDINS LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA ARTUR DE AZEVEDO";"1659";;"PINHEIROS";"05404014";;;"26";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"SE";"280570";"PROPRIA";;"3559629";"HOSPITAL REGIONAL SAO VICENTE DE PAULA";"SECRETARIA DE ESTADO DA SAUDE DE SERGIPE";"E";"05";"HOSPITAL GERAL";"1236";"HOSPITAL_PÚBLICO";"RUA ELMIRO COSTA";"S/N";"PREDIO";"FERNANDES";"49900000";"(79) 3322-6500";"hospitalregionaldepropria@gmail.com";"68";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"PR";"411820";"PARANAGUA";;"3560430";"CLINICA SAO PAULO";"CLINICA MEDICA SAO PAULO LTDA";"E";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA MANOEL CORREIA";"965";;"CENTRO";"83203410";"(41)34234466";"clinicasaopaulo@bol.com.br";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"BA";"290320";"BARREIRAS";;"3563308";"HOSPITAL CENTRAL DE BARREIRAS";"HOSPITAL CENTRAL DE BARREIRAS LTDA";"D";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"GUADALAJARA";"203";"LOTE 1 2 3 4 5 8 9 1";"VILA DULCE";"47800271";"77 36123201";"ADMINISTRATIVO@CHB.NET.BR";"50";"30";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"SE";"280580";"RIACHAO DO DANTAS";;"3566013";"UNIDADE MISTA DE SAUDE D CACULA";"PREFEITURA MUNICIPAL DE RIACHAO DO DANTAS";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"AV DR LUIZ GARCIA";"500";;"CENTRO";"49320000";"(79)36431132";"Smsriachaododantas@gmail.com";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"RS";"431490";"PORTO ALEGRE";;"3567664";"HOSPITAL ERNESTO DORNELLES";"ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"IPIRANGA";"1801";;"AZENHA";"90160093";;"gestao.qualidade@hed.com.br";"318";"0";"60";"0";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"CENTRO-OESTE";"MS";"500560";"MIRANDA";;"3569543";"HOSPITAL MUNICIPAL DE MIRANDA RENATO ALBUQUERQUE FILHO";"PREFEITURA MUNICIPAL DE MIRANDA";"D";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"NICOLA CANDIA";"922";;"JD MONDEGO";"79380000";"(67)32422166";"hospitalregional@star5.com.br";"24";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUL";"SC";"421580";"SAO BENTO DO SUL";;"3571157";"CEMOX";"CENTRO MEDICO OXFORD SC LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA FREDERICO RANK";"530";;"RIO NEGRO";"89287430";"47 36310037";"contato@cemox.com.br";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"SE";"280610";"ROSARIO DO CATETE";;"3573230";"UNIDADE DE PRONTO ATENDIMENTO DE ROSARIO DO CATETE";"PREFEITURA MUNICIPAL DE ROSARIO DO CATETE";"M";"20";"PRONTO SOCORRO GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA ANTONIO DIAS PINA";"S/N";;"CENTRO";"49760000";"(79)32741366";"smsrosariodocatete@gmail.com";"13";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"CENTRO-OESTE";"MT";"510325";"COLNIZA";;"3574261";"HOSPITAL MUNICIPAL ANDRE MAGGI COLNIZA";"PREFEITURA MUNICIPAL DE COLNIZA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA VITORIA REGIA";"S/N";;"CENTRO";"78335000";"(66)5711136";;"36";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"354330";"RIBEIRAO PIRES";;"3580822";"HOSPITAL RIBEIRAO PIRES";"REDE DOR SAO LUIZ S A";"M";"05";"HOSPITAL GERAL";"2046";"HOSPITAL_PRIVADO";"DOUTOR NICOLAU ASSEF";"52";;"CENTRO ALTO";"09424070";"11 48271000";"licenciamentosp@rededor.com.br";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"MG";"315180";"POCOS DE CALDAS";;"3582647";"HOSPITAL UNIMED PRONTO ATENDIMENTO";"UNIMED POCOS DE CALDAS SOC COOPERATIVA DETRABALHOSERVMEDICOS";"M";"05";"HOSPITAL GERAL";"2143";"HOSPITAL_PRIVADO";"AVENIDA GENTIL MESSIAS KITATE";"225";;"VILA CRUZ";"37701528";"37293300";"hospital@unimedpc.com.br";"123";"0";"18";"0";"9";"0";"3";"0";"6";"0";"0";"0";"0";"0"
"202601";"NORDESTE";"PE";"261160";"RECIFE";;"3584909";"OTORRINOS RECIFE";"OTORRINOS RECIFE LTDA";"M";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA JORNALISTA TRAJANO CHACON";"305";;"ILHA DO LEITE";"50070410";"81 3414 7400";"otorrinosrecife@gmail.com";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"RJ";"330590";"TRAJANO DE MORAES";;"3584968";"HOSPITAL MUNICIPAL FRANCISCO LIMONGI";"MUNICIPIO DE TRAJANO DE MORAES";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA NEY FORTUNA";"30";"ATRAS DO CAMPO";"CENTRO";"28750000";"(22)25641102";"hflimongi@hotmail.com";"41";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202601";"SUDESTE";"SP";"355030";"SAO PAULO";;"3585409";"HOSP E MAT STO EXPEDITO";"SOMEL SOCIEDADE PARA MEDICINA LESTE LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA TOMOICHI SHIMIZU";"201";;"ITAQUERA";"08260140";"(11)65217799";"somelmedicina@uol.com.br";"31";"0";"6";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0"
