id;hospital;endereco;latitude;longitude;geocode_status;geocode_provider;geocode_accuracy;geocode_error_message;status_code;observacao;place_id;osm_type;osm_id;display_name;importance;feature_class;feature_type;address_city;address_state;address_country;query_used;api_response
165;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;ESTRADA DE ITAPECERICA, 1661, VILA MARACANA - CAMPO LIMPO, SAO PAULO, SP;-23.6490957;-46.7490028;ok;nominatim;high;;200;;9095366;way;318404108;Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;ESTRADA DE ITAPECERICA, 1661 - 05835005;"{""place_id"": 9095366, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 318404108, ""lat"": ""-23.6490957"", ""lon"": ""-46.7490028"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""display_name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil"", ""address"": {""amenity"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""house_number"": ""1661"", ""road"": ""Estrada de Itapecerica"", ""suburb"": ""Jardim São Luís"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05835-005"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6494621"", ""-23.6480955"", ""-46.7496841"", ""-46.7477743""]}"
166;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP;-23.5085713;-46.6201015;ok;nominatim;low;;200;;8764905;way;491005029;Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil;7.861829556720863e-05;;prison;São Paulo;São Paulo;Brasil;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8764905, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 491005029, ""lat"": ""-23.5085713"", ""lon"": ""-46.6201015"", ""category"": ""amenity"", ""type"": ""prison"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Centro Hospitalar do Sistema Penitênciário"", ""display_name"": ""Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil"", ""address"": {""amenity"": ""Centro Hospitalar do Sistema Penitênciário"", ""house_number"": ""15"", ""road"": ""Rua Dom José Maurício"", ""suburb"": ""Carandiru"", ""city_district"": ""Santana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02028-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5092841"", ""-23.5078304"", ""-46.6210360"", ""-46.6191182""]}"
167;HOSP MUN VER JOSE STOROPOLLI;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP;-23.5220850;-46.5617446;ok;nominatim;low;;200;;8801369;node;5467328847;Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil;7.861829556720863e-05;;bus_stop;São Paulo;São Paulo;Brasil;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8801369, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 5467328847, ""lat"": ""-23.5220850"", ""lon"": ""-46.5617446"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""highway"", ""name"": ""Rua Francisco Fanganiello, 127"", ""display_name"": ""Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil"", ""address"": {""highway"": ""Rua Francisco Fanganiello, 127"", ""road"": ""Rua Francisco Fanganielo"", ""suburb"": ""Parque Novo Mundo"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02181-160"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5221350"", ""-23.5220350"", ""-46.5617946"", ""-46.5616946""]}"
168;CENTRO MEDICO PMESP;AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP;-23.4690239;-46.6188727;ok;nominatim;low;;200;;8634903;way;1416347692;Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil;7.861829556720863e-05;;police;São Paulo;São Paulo;Brasil;CENTRO MEDICO PMESP, AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8634903, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347692, ""lat"": ""-23.4690239"", ""lon"": ""-46.6188727"", ""category"": ""military"", ""type"": ""police"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""military"", ""name"": ""Centro Médico PMESP"", ""display_name"": ""Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil"", ""address"": {""military"": ""Centro Médico PMESP"", ""road"": ""Avenida Nova Cantareira"", ""suburb"": ""Jardim Leonor Mendes de Barros"", ""city_district"": ""Tucuruvi"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02340-001"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4712374"", ""-23.4668725"", ""-46.6209127"", ""-46.6175785""]}"
169;HOSP MUN CARMEN PRUDENTE;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP;-23.5833632;-46.4092773;ok;nominatim;low;;200;;8798294;way;947003323;Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8798294, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 947003323, ""lat"": ""-23.5833632"", ""lon"": ""-46.4092773"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida dos Metalúrgicos"", ""display_name"": ""Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil"", ""address"": {""road"": ""Avenida dos Metalúrgicos"", ""quarter"": ""Parque Santa Etelvina"", ""suburb"": ""Cidade Tiradentes"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""08490-550"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5837412"", ""-23.5830128"", ""-46.4095236"", ""-46.4090796""]}"
170;HOSPITAL LOCAL DE SAPOPEMBA;RUA IAMACARU, 45 - PARQUE SANTA MADALEN, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
171;INSTITUTO DE REABILITACAO LUCY MONTORO;RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP;-23.6322694;-46.7351129;ok;nominatim;high;;200;;9091269;way;1416347427;Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;INSTITUTO DE REABILITACAO LUCY MONTORO, RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9091269, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347427, ""lat"": ""-23.6322694"", ""lon"": ""-46.7351129"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Instituto de Reabilitação Lucy Montoro"", ""display_name"": ""Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil"", ""address"": {""amenity"": ""Instituto de Reabilitação Lucy Montoro"", ""road"": ""Rua Jandiatuba"", ""suburb"": ""Comunidade Travinhas"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05724-003"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6328341"", ""-23.6316644"", ""-46.7357592"", ""-46.7343931""]}"
172;HOSP MUN M BOI MIRIM;ESTRADA DO MBOI MIRIM, 5203 - JARDIM ANGELA, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
173;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;AV DR ARNALDO, 251 - CERQUEIRA CESAR, SAO PAULO, SP;-23.5561305;-46.6681716;ok;nominatim;high;;200;;8967555;way;376315989;Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira, 251, Avenida Doutor Arnaldo, Cerqueira César, Jardim Paulista, São Paulo, Região Sudeste, 01246-000, Brasil;0.21584611680957558;;hospital;São Paulo;São Paulo;Brasil;AV DR ARNALDO, 251 - CERQUEIRA CESAR, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8967555, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 376315989, ""lat"": ""-23.5561305"", ""lon"": ""-46.6681716"", ""category"": ""building"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 0.21584611680957558, ""addresstype"": ""building"", ""name"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira"", ""display_name"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira, 251, Avenida Doutor Arnaldo, Cerqueira César, Jardim Paulista, São Paulo, Região Sudeste, 01246-000, Brasil"", ""address"": {""building"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira"", ""house_number"": ""251"", ""road"": ""Avenida Doutor Arnaldo"", ""suburb"": ""Cerqueira César"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01246-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5564314"", ""-23.5558401"", ""-46.6684145"", ""-46.6679345""]}"
174;HOSP MUN SOROCABANA;RUA FAUSTOLO, 1633 - VILA ROMANA, SAO PAULO, SP;-23.5238763;-46.7013591;ok;nominatim;low;;200;;9228904;way;390861888;1633, Rua Faustolo, Bairro Siciliano, Lapa, São Paulo, Região Sudeste, 05041-001, Brasil;9.99999999995449e-06;;house;São Paulo;São Paulo;Brasil;RUA FAUSTOLO, 1633 - 05041001;"{""place_id"": 9228904, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 390861888, ""lat"": ""-23.5238763"", ""lon"": ""-46.7013591"", ""category"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""1633, Rua Faustolo, Bairro Siciliano, Lapa, São Paulo, Região Sudeste, 05041-001, Brasil"", ""address"": {""house_number"": ""1633"", ""road"": ""Rua Faustolo"", ""suburb"": ""Bairro Siciliano"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05041-001"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5239263"", ""-23.5238263"", ""-46.7014091"", ""-46.7013091""]}"
175;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;AVENIDA SANTA CATARINA, 2785 - VILA MASCOTE, SAO PAULO, SP;-23.6470652;-46.6628240;ok;nominatim;low;;200;;9081994;way;939548762;Avenida Santa Catarina, Vila Mascote, Jabaquara, São Paulo, Região Sudeste, 04368-000, Brasil;0.05341195162890055;;tertiary;São Paulo;São Paulo;Brasil;AVENIDA SANTA CATARINA, 2785 - VILA MASCOTE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9081994, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 939548762, ""lat"": ""-23.6470652"", ""lon"": ""-46.6628240"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Santa Catarina"", ""display_name"": ""Avenida Santa Catarina, Vila Mascote, Jabaquara, São Paulo, Região Sudeste, 04368-000, Brasil"", ""address"": {""road"": ""Avenida Santa Catarina"", ""quarter"": ""Vila Mascote"", ""suburb"": ""Jabaquara"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04368-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6471332"", ""-23.6469972"", ""-46.6628972"", ""-46.6627507""]}"
176;HOSP MUN CAPELA DO SOCORRO;RUA CASSIO DE CAMPOS NOGUEIRA, 2031 - JARDIM DAS IMBUIAS, SAO PAULO, SP;-23.7296842;-46.7129995;ok;nominatim;low;;200;;8984952;way;43793127;Rua Cássio de Campos Nogueira, Jardim das Imbuias, Jardim Iporanga, Cidade Dutra, São Paulo, Região Sudeste, 04831-050, Brasil;0.05341195162890055;;residential;São Paulo;São Paulo;Brasil;RUA CASSIO DE CAMPOS NOGUEIRA, 2031 - JARDIM DAS IMBUIAS, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8984952, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 43793127, ""lat"": ""-23.7296842"", ""lon"": ""-46.7129995"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Cássio de Campos Nogueira"", ""display_name"": ""Rua Cássio de Campos Nogueira, Jardim das Imbuias, Jardim Iporanga, Cidade Dutra, São Paulo, Região Sudeste, 04831-050, Brasil"", ""address"": {""road"": ""Rua Cássio de Campos Nogueira"", ""residential"": ""Jardim das Imbuias"", ""quarter"": ""Jardim Iporanga"", ""suburb"": ""Cidade Dutra"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04831-050"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.7309138"", ""-23.7289074"", ""-46.7137079"", ""-46.7115887""]}"
177;HOSP MUN JOSANIAS CASTANHA BRAGA;RUA EUZEBIO COGHI, 841 - JARDIM ROSCHEL, SAO PAULO, SP;-23.8247733;-46.7266429;ok;nominatim;high;;200;;9111812;way;781353717;Hospital Municipal de Parelheiros, 841, Rua Euzébio Coghi, Jardim Novo Parelheiros, Parelheiros, Vila Roschel, São Paulo, Região Sudeste, 04883-290, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA EUZEBIO COGHI, 841 - JARDIM ROSCHEL, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9111812, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 781353717, ""lat"": ""-23.8247733"", ""lon"": ""-46.7266429"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal de Parelheiros"", ""display_name"": ""Hospital Municipal de Parelheiros, 841, Rua Euzébio Coghi, Jardim Novo Parelheiros, Parelheiros, Vila Roschel, São Paulo, Região Sudeste, 04883-290, Brasil"", ""address"": {""amenity"": ""Hospital Municipal de Parelheiros"", ""house_number"": ""841"", ""road"": ""Rua Euzébio Coghi"", ""quarter"": ""Jardim Novo Parelheiros"", ""suburb"": ""Parelheiros"", ""village"": ""Vila Roschel"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04883-290"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.8269001"", ""-23.8224119"", ""-46.7284608"", ""-46.7242454""]}"
178;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;RUA ANTONIO CARLOS, 122 - CONSOLACAO, SAO PAULO, SP;-23.5573928;-46.6562429;ok;nominatim;high;;200;;8938162;way;423038991;Hospital Municipal Bela Vista, 122, Rua Antônio Carlos, Bela Vista, Consolação, São Paulo, Região Sudeste, 01309-010, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA ANTONIO CARLOS, 122 - CONSOLACAO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8938162, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 423038991, ""lat"": ""-23.5573928"", ""lon"": ""-46.6562429"", ""category"": ""building"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""building"", ""name"": ""Hospital Municipal Bela Vista"", ""display_name"": ""Hospital Municipal Bela Vista, 122, Rua Antônio Carlos, Bela Vista, Consolação, São Paulo, Região Sudeste, 01309-010, Brasil"", ""address"": {""building"": ""Hospital Municipal Bela Vista"", ""house_number"": ""122"", ""road"": ""Rua Antônio Carlos"", ""suburb"": ""Bela Vista"", ""city_district"": ""Consolação"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01309-010"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5575859"", ""-23.5572790"", ""-46.6563559"", ""-46.6561506""]}"
179;HOSPITAL MUNICIPAL BRASILANDIA;MICHIHISA MURATA, 150 - JARDIM MARISTELA, SAO PAULO, SP;-23.4765440;-46.6980006;ok;nominatim;high;;200;;8527899;way;837675272;Hospital Doutor Adib Jatene, Avenida Michihisa Murata, Vila Inferninho, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02834-090, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL MUNICIPAL BRASILANDIA, MICHIHISA MURATA, 150 - JARDIM MARISTELA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8527899, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 837675272, ""lat"": ""-23.4765440"", ""lon"": ""-46.6980006"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Doutor Adib Jatene"", ""display_name"": ""Hospital Doutor Adib Jatene, Avenida Michihisa Murata, Vila Inferninho, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02834-090, Brasil"", ""address"": {""amenity"": ""Hospital Doutor Adib Jatene"", ""road"": ""Avenida Michihisa Murata"", ""residential"": ""Vila Inferninho"", ""suburb"": ""Parque Monteiro Soares"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02834-090"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4773669"", ""-23.4757666"", ""-46.6989844"", ""-46.6971943""]}"
180;HOSPITAL MUNICIPAL GUARAPIRANGA;ESTRADA DA RIVIERA, 4742, ZONA SUL - RIVIERA PAULISTA, SAO PAULO, SP;-23.6911689;-46.7517858;ok;nominatim;low;;200;;8983011;way;249884928;Estrada da Riviera, Jardim Ângela, Jardim Copacabana, São Paulo, Região Sudeste, 04916-000, Brasil;0.05341195162890055;;tertiary;São Paulo;São Paulo;Brasil;ESTRADA DA RIVIERA, 4742 - 04916000;"{""place_id"": 8983011, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 249884928, ""lat"": ""-23.6911689"", ""lon"": ""-46.7517858"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Estrada da Riviera"", ""display_name"": ""Estrada da Riviera, Jardim Ângela, Jardim Copacabana, São Paulo, Região Sudeste, 04916-000, Brasil"", ""address"": {""road"": ""Estrada da Riviera"", ""suburb"": ""Jardim Ângela"", ""village"": ""Jardim Copacabana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04916-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6944196"", ""-23.6867482"", ""-46.7556024"", ""-46.7515804""]}"
181;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;DR ARNALDO, 165 - SUMARE, SAO PAULO, SP;-23.5470783;-46.6812257;ok;nominatim;low;;200;;8821311;way;16238438;Avenida Doutor Arnaldo, Sumaré, Perdizes, São Paulo, Região Sudeste, 05437-000, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;DR ARNALDO, 165 - SUMARE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8821311, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 16238438, ""lat"": ""-23.5470783"", ""lon"": ""-46.6812257"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Doutor Arnaldo"", ""display_name"": ""Avenida Doutor Arnaldo, Sumaré, Perdizes, São Paulo, Região Sudeste, 05437-000, Brasil"", ""address"": {""road"": ""Avenida Doutor Arnaldo"", ""suburb"": ""Sumaré"", ""city_district"": ""Perdizes"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05437-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5492843"", ""-23.5450449"", ""-46.6824698"", ""-46.6803252""]}"
182;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;AVENIDA IBIRAPUERA, 981 - IBIRAPUERA, SAO PAULO, SP;-22.5952323;-47.4166274;ok;nominatim;low;;200;;9489207;way;240325002;Avenida Doutor Lauro Correa da Silva, 4250, Jardim Ibirapuera, Jardim Ouro Verde, Limeira, São Paulo, Região Sudeste, 13481-241, Brasil;0.05339719157701988;;secondary;Limeira;São Paulo;Brasil;AVENIDA IBIRAPUERA, 981 - IBIRAPUERA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9489207, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 240325002, ""lat"": ""-22.5952323"", ""lon"": ""-47.4166274"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05339719157701988, ""addresstype"": ""road"", ""name"": ""Avenida Doutor Lauro Correa da Silva, 4250"", ""display_name"": ""Avenida Doutor Lauro Correa da Silva, 4250, Jardim Ibirapuera, Jardim Ouro Verde, Limeira, São Paulo, Região Sudeste, 13481-241, Brasil"", ""address"": {""road"": ""Avenida Doutor Lauro Correa da Silva, 4250"", ""quarter"": ""Jardim Ibirapuera"", ""suburb"": ""Jardim Ouro Verde"", ""city_district"": ""Limeira"", ""city"": ""Limeira"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""13481-241"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-22.5983979"", ""-22.5920933"", ""-47.4183570"", ""-47.4148173""]}"
183;HOSPITAL MATERNIDADE INTERLAGOS;RUA LEONOR ALVIM, 211 - JD LEBLON, SAO PAULO, SP;-23.7069613;-46.7021968;ok;nominatim;low;;200;;9060887;way;942669917;Rua Leonor Alvim, Jardim Cruzeiro, Cidade Dutra, São Paulo, Região Sudeste, 04806-000, Brasil;0.05341195162890055;;residential;São Paulo;São Paulo;Brasil;RUA LEONOR ALVIM, 211 - 04802190;"{""place_id"": 9060887, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 942669917, ""lat"": ""-23.7069613"", ""lon"": ""-46.7021968"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Leonor Alvim"", ""display_name"": ""Rua Leonor Alvim, Jardim Cruzeiro, Cidade Dutra, São Paulo, Região Sudeste, 04806-000, Brasil"", ""address"": {""road"": ""Rua Leonor Alvim"", ""quarter"": ""Jardim Cruzeiro"", ""suburb"": ""Cidade Dutra"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04806-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.7073123"", ""-23.7067857"", ""-46.7028466"", ""-46.7016182""]}"
